time,open,high,low,close,volume,ticker
2024-06-21 09:02:00,31100,31600,31100,31600,2200,SGP
2024-06-21 09:36:00,17300,17300,17300,17300,200,C32
2024-06-21 10:09:00,17000,17000,17000,17000,100,VMD
2024-06-21 09:21:00,12800,12800,12800,12800,10200,HHV
2024-06-21 10:28:00,5710,5710,5700,5700,200,TPC
2024-06-21 09:21:00,39300,39300,39300,39300,200,KSV
2024-06-21 09:18:00,16000,16050,16000,16050,30100,DXG
2024-06-21 10:57:00,1200,1200,1200,1200,400,VES
2024-06-21 09:18:00,29250,29250,29250,29250,22600,HPG
2024-06-21 10:57:00,11600,11600,11600,11600,100,SPM
2024-06-21 11:18:00,17000,17000,17000,17000,200,CKV
2024-06-21 09:18:00,9000,9000,9000,9000,4000,VTD
2024-06-21 09:00:00,10900,10900,10900,10900,400,SJM
2024-06-21 09:04:00,70500,70500,70500,70500,200,HPP
2024-06-21 09:04:00,10000,10000,10000,10000,500,VLG
2024-06-21 09:17:00,7450,7450,7450,7450,300,DXS
2024-06-21 10:15:00,19200,19200,19200,19200,100,PRC
2024-06-21 09:54:00,25650,25650,25650,25650,800,VPD
2024-06-21 09:15:00,46100,46100,46100,46100,3200,DHA
2024-06-21 09:04:00,6400,6400,6400,6400,500,DS3
2024-06-21 09:35:00,42000,42000,42000,42000,2000,DBD
2024-06-21 10:17:00,23000,23000,23000,23000,1100,CLH
2024-06-21 09:02:00,21600,21600,21600,21600,100,HNI
2024-06-21 09:15:00,48900,48900,48900,48900,200,D2D
2024-06-21 09:54:00,7000,7000,7000,7000,200,KHD
2024-06-21 09:06:00,29500,29500,29500,29500,2000,PVB
2024-06-21 09:15:00,47000,47000,47000,47000,2000,VDP
2024-06-21 09:00:00,71600,71600,70800,71600,17300,MVN
2024-06-21 09:00:00,3500,3500,3500,3500,1400,PGT
2024-06-21 09:29:00,12200,12200,12200,12200,1000,KLB
2024-06-21 09:09:00,4500,4500,4500,4500,100,CPI
2024-06-21 09:10:00,12300,12300,12300,12300,400,THT
2024-06-21 09:18:00,2500,2500,2500,2500,3100,CEN
2024-06-21 09:46:00,8000,8000,8000,8000,500,SD5
2024-06-21 09:34:00,21110,21110,21110,21110,50000,FUESSVFL
2024-06-21 09:13:00,28700,28700,28700,28700,100,CSC
2024-06-21 09:08:00,13500,13500,13500,13500,2000,VTC
2024-06-21 09:27:00,18000,18000,18000,18000,100,BXH
2024-06-21 11:10:00,9500,9500,9500,9500,1000,NST
2024-06-21 10:17:00,16650,16650,16650,16650,100,NAV
2024-06-21 09:01:00,6900,6900,6900,6900,6800,IDJ
2024-06-21 09:29:00,62500,62500,62500,62500,500,SJS
2024-06-21 09:07:00,28800,28800,28800,28800,600,DTD
2024-06-21 09:50:00,12100,12100,12100,12100,1000,BHI
2024-06-21 09:21:00,3300,3300,3300,3300,100,VPC
2024-06-21 09:15:00,5980,5980,5980,5980,4000,PTC
2024-06-21 09:41:00,12300,12300,12300,12300,900,BAB
2024-06-21 10:05:00,7100,7200,7100,7200,900,PGN
2024-06-21 09:00:00,28000,28000,28000,28000,100,VCP
2024-06-21 09:26:00,13700,13700,13700,13700,800,DTL
2024-06-21 09:17:00,7490,7490,7490,7490,300,FIR
2024-06-21 09:15:00,130699,130699,130600,130600,18800,DGC
2024-06-21 09:15:00,115100,115100,115100,115100,5100,DHG
2024-06-21 09:06:00,17700,17700,17700,17700,500,BCA
2024-06-21 09:16:00,7420,7430,7420,7430,9400,SAM
2024-06-21 09:06:00,22300,22300,22300,22300,2900,LTG
2024-06-21 09:10:00,35700,35700,35700,35700,300,EMS
2024-06-21 09:21:00,12550,12550,12550,12550,100,HMC
2024-06-21 09:06:00,32000,32000,30500,30500,5200,SAC
2024-06-21 09:04:00,11100,11100,10800,10800,1300,VTZ
2024-06-21 09:04:00,7000,7000,7000,7000,100,IDJ
2024-06-21 09:10:00,13800,13800,13800,13800,500,E29
2024-06-21 09:17:00,103300,103300,103000,103000,2500,VJC
2024-06-21 09:26:00,56500,56500,56500,56500,3000,DSN
2024-06-21 09:05:00,19400,19400,19400,19400,100,MPC
2024-06-21 11:07:00,17200,17200,17200,17200,100,STC
2024-06-21 09:02:00,13300,13300,13300,13300,2500,DRI
2024-06-21 09:11:00,6800,6800,6800,6800,100,C69
2024-06-21 09:10:00,4200,4200,4200,4200,1000,TTH
2024-06-21 09:16:00,11600,11600,11600,11600,35100,SHB
2024-06-21 09:19:00,12300,12300,12150,12200,43800,HHS
2024-06-21 09:16:00,11600,11600,11600,11600,100,ASM
2024-06-21 10:58:00,4200,4200,4200,4200,3500,MTA
2024-06-21 09:35:00,38700,38700,38700,38700,100,KOS
2024-06-21 09:08:00,8400,8400,8400,8400,25900,ABB
2024-06-21 09:17:00,16750,16800,16750,16750,17500,VND
2024-06-21 10:11:00,19500,19500,19500,19500,1500,PRE
2024-06-21 10:00:00,26300,26300,26300,26300,100,VPD
2024-06-21 09:15:00,4920,4920,4920,4920,31700,HNG
2024-06-21 09:18:00,6080,6080,6080,6080,800,PSH
2024-06-21 09:02:00,14300,14300,14300,14300,100,DXP
2024-06-21 09:17:00,15000,15000,15000,15000,8200,EVF
2024-06-21 09:26:00,64300,64300,64300,64300,100,DRL
2024-06-21 09:02:00,33500,33500,33400,33400,2600,VSA
2024-06-21 09:17:00,13050,13050,13000,13000,30500,VTO
2024-06-21 09:10:00,82700,82700,82700,82700,300,VCS
2024-06-21 09:22:00,7460,7460,7460,7460,100,FIR
2024-06-21 09:33:00,32200,32200,32200,32200,800,HDM
2024-06-21 09:32:00,65000,65000,65000,65000,100,AST
2024-06-21 10:22:00,38500,38500,38500,38500,1600,SNZ
2024-06-21 09:24:00,8200,8200,8200,8200,200,PSI
2024-06-21 10:12:00,9670,9670,9670,9670,200,VPS
2024-06-21 09:19:00,9390,9420,9390,9420,55400,TVB
2024-06-21 09:19:00,28900,28900,28850,28850,3700,PET
2024-06-21 09:58:00,18500,18500,18500,18500,900,VUA
2024-06-21 09:22:00,8900,8900,8900,8900,500,DHM
2024-06-21 10:46:00,25200,25200,25200,25200,4900,EID
2024-06-21 10:48:00,8000,8000,8000,8000,2000,ICG
2024-06-21 09:19:00,22500,22500,22500,22500,4900,NT2
2024-06-21 09:26:00,13600,13600,13600,13600,100,GSP
2024-06-21 09:05:00,3000,3000,3000,3000,100,ITQ
2024-06-21 10:02:00,5620,5620,5610,5610,2000,C47
2024-06-21 09:09:00,11800,11800,11700,11700,1500,PCH
2024-06-21 09:03:00,1200,1200,1200,1200,100,VKC
2024-06-21 09:06:00,12800,12800,12800,12800,100,VNP
2024-06-21 09:50:00,41000,41000,41000,41000,200,AGP
2024-06-21 09:23:00,15400,15400,15400,15400,400,VPG
2024-06-21 09:39:00,7700,7700,7700,7700,2000,TS3
2024-06-21 09:54:00,13600,13600,13600,13600,200,ANT
2024-06-21 09:17:00,29400,29400,29400,29400,100,HDC
2024-06-21 09:17:00,4920,4920,4920,4920,7500,TNT
2024-06-21 09:48:00,28100,28100,28100,28100,600,SJE
2024-06-21 09:15:00,14400,14400,14400,14400,2100,QCG
2024-06-21 09:15:00,11650,11650,11650,11650,3500,TCI
2024-06-21 10:17:00,7700,7700,7700,7700,1000,VTH
2024-06-21 09:02:00,35000,37000,35000,37000,300,TDS
2024-06-21 09:47:00,10600,10600,10600,10600,100,BSP
2024-06-21 09:15:00,30600,30600,30600,30600,4000,SGR
2024-06-21 09:20:00,9120,9120,9120,9120,2000,ST8
2024-06-21 09:03:00,12400,12400,12400,12400,14000,NBC
2024-06-21 09:18:00,158500,158500,158500,158500,1300,CTR
2024-06-21 09:00:00,6700,6800,6700,6800,200,DGT
2024-06-21 09:10:00,9900,9900,9900,9900,6300,NVB
2024-06-21 10:45:00,33800,33800,33800,33800,6500,TDP
2024-06-21 09:03:00,33500,33500,33500,33500,5800,VSA
2024-06-21 09:56:00,30000,30000,30000,30000,300,GLT
2024-06-21 09:01:00,6000,6000,6000,6000,5000,SDA
2024-06-21 09:15:00,16550,16550,16550,16550,4000,TVT
2024-06-21 10:49:00,4200,4200,4200,4200,900,RIC
2024-06-21 09:15:00,31400,31400,31400,31400,1900,STK
2024-06-21 09:26:00,3230,3230,3230,3230,50000,KPF
2024-06-21 09:53:00,8000,8000,8000,8000,2000,SD5
2024-06-21 09:17:00,13700,13700,13650,13700,11700,NVL
2024-06-21 09:00:00,181000,181000,181000,181000,300,SLS
2024-06-21 09:38:00,4700,4700,4700,4700,700,VMG
2024-06-21 09:16:00,8100,8100,8100,8100,100,CRE
2024-06-21 09:03:00,32000,32000,32000,32000,500,LIC
2024-06-21 09:24:00,40100,40100,40100,40100,100,VNC
2024-06-21 09:16:00,20850,20900,20850,20850,17500,BAF
2024-06-21 09:02:00,30400,30400,30400,30400,700,VSN
2024-06-21 09:39:00,25300,25300,25300,25300,100,HLD
2024-06-21 09:20:00,6230,6250,6230,6250,2100,OGC
2024-06-21 09:16:00,24400,24400,24200,24200,17600,PDR
2024-06-21 09:15:00,4820,4900,4820,4900,41700,TDG
2024-06-21 09:05:00,49600,49600,49600,49600,400,QNS
2024-06-21 09:17:00,1200,1200,1200,1200,200,NHV
2024-06-21 09:19:00,7250,7250,7250,7250,4500,NO1
2024-06-21 09:00:00,15500,15500,15500,15500,1000,MSR
2024-06-21 09:26:00,15700,15700,15700,15700,100,CSM
2024-06-21 09:19:00,4500,4500,4500,4500,5100,TNS
2024-06-21 09:24:00,2300,2300,2300,2300,1000,BVG
2024-06-21 09:19:00,900,900,900,900,5000,L44
2024-06-21 09:44:00,4400,4400,4400,4400,300,L12
2024-06-21 09:55:00,3730,3730,3730,3730,100,TCR
2024-06-21 09:46:00,64500,64500,64500,64500,600,HEC
2024-06-21 09:17:00,12000,12000,12000,12000,200,VC7
2024-06-21 09:25:00,3500,3500,3500,3500,1000,VE1
2024-06-21 09:29:00,9680,9680,9680,9680,100,SMA
2024-06-21 09:17:00,8960,8990,8960,8990,400,BCG
2024-06-21 09:20:00,220000,220000,220000,220000,2600,MCH
2024-06-21 09:20:00,9420,9440,9420,9440,11300,TVB
2024-06-21 09:36:00,42000,42000,42000,42000,300,DBD
2024-06-21 10:17:00,19500,19500,19500,19500,2500,PRE
2024-06-21 09:17:00,42350,42350,42350,42350,900,SZC
2024-06-21 09:20:00,4500,4500,4500,4500,400,TNS
2024-06-21 09:48:00,1100,1100,1100,1100,10000,LUT
2024-06-21 09:15:00,16300,16300,16300,16300,59200,CII
2024-06-21 09:01:00,8400,8400,8400,8400,2000,HTP
2024-06-21 09:25:00,57000,57000,57000,57000,400,TOS
2024-06-21 09:18:00,29500,29500,29500,29500,300,DCL
2024-06-21 09:44:00,900,900,900,900,200,L44
2024-06-21 09:19:00,28200,28300,28200,28300,27500,ELC
2024-06-21 10:24:00,43350,43350,43350,43350,300,TRC
2024-06-21 09:18:00,14450,14450,14450,14450,300,VIP
2024-06-21 09:16:00,130600,130800,130600,130800,22000,DGC
2024-06-21 09:42:00,25000,25000,25000,25000,100,POS
2024-06-21 10:02:00,23200,23200,23200,23200,500,BDW
2024-06-21 09:33:00,4300,4300,4300,4300,10000,HAR
2024-06-21 10:04:00,5610,5610,5610,5610,2000,C47
2024-06-21 09:16:00,31450,31450,31450,31450,800,STK
2024-06-21 09:20:00,2630,2630,2630,2630,10000,TNI
2024-06-21 09:21:00,9450,9500,9450,9490,53400,TVB
2024-06-21 09:18:00,29400,29400,29400,29400,500,HDC
2024-06-21 09:18:00,7450,7450,7440,7440,10000,DXS
2024-06-21 09:40:00,4300,4300,4300,4300,100,VCX
2024-06-21 09:13:00,900,900,900,900,300,HKB
2024-06-21 09:13:00,2400,2400,2400,2400,3000,CVN
2024-06-21 09:54:00,21150,21150,21150,21150,4000,TCT
2024-06-21 09:17:00,7430,7430,7430,7430,8800,SAM
2024-06-21 09:17:00,4500,4500,4500,4500,2000,CPI
2024-06-21 09:16:00,11100,11100,11100,11100,4000,NVT
2024-06-21 09:16:00,75600,75700,75500,75600,9200,MSN
2024-06-21 09:19:00,13150,13150,13150,13150,400,HTN
2024-06-21 09:59:00,8200,8200,8200,8200,200,NTT
2024-06-21 09:05:00,6600,6600,6600,6600,30000,SBS
2024-06-21 09:40:00,1500,1500,1500,1500,7000,PVV
2024-06-21 09:15:00,15500,15500,15500,15500,100,CC1
2024-06-21 09:15:00,34000,34000,34000,34000,5000,CHP
2024-06-21 10:11:00,700,700,700,700,10000,DCT
2024-06-21 09:00:00,4500,4500,4100,4100,200,CGV
2024-06-21 09:18:00,16750,16800,16650,16650,224300,VND
2024-06-21 09:11:00,34500,34500,34500,34500,200,TCW
2024-06-21 09:01:00,15000,15000,14900,14900,300,HND
2024-06-21 09:58:00,21950,21950,21950,21950,200,CCI
2024-06-21 09:22:00,13900,13900,13850,13900,81400,ORS
2024-06-21 09:19:00,18650,18650,18650,18650,500,NNC
2024-06-21 09:16:00,9820,9900,9820,9840,34600,TTA
2024-06-21 09:20:00,20850,20850,20800,20800,3300,AGR
2024-06-21 11:15:00,5300,5300,5300,5300,100,PCF
2024-06-21 09:18:00,66200,66300,66200,66300,500,REE
2024-06-21 09:03:00,22000,22300,21900,22300,18000,TTN
2024-06-21 09:16:00,52000,52000,51800,51800,3900,TCM
2024-06-21 09:17:00,95000,95000,94500,94500,30600,VTP
2024-06-21 09:18:00,18300,18300,18300,18300,1000,SGS
2024-06-21 10:07:00,31500,31500,31500,31500,1000,HMS
2024-06-21 10:26:00,13600,13600,13600,13600,500,ANT
2024-06-21 09:07:00,3500,3500,3500,3500,100,PGT
2024-06-21 11:28:00,11000,11000,11000,11000,2700,BHI
2024-06-21 09:19:00,14450,14450,14450,14450,1300,VIP
2024-06-21 09:16:00,14750,14750,14750,14750,5800,OCB
2024-06-21 10:31:00,12500,12500,12500,12500,600,AIC
2024-06-21 09:16:00,14800,14900,14800,14900,10900,EVE
2024-06-21 09:33:00,65000,65000,65000,65000,100,LHC
2024-06-21 10:26:00,9400,9400,9400,9400,1100,DRG
2024-06-21 09:00:00,8000,8000,8000,8000,1200,NED
2024-06-21 09:00:00,28900,28900,28900,28900,100,NBW
2024-06-21 09:00:00,10200,10200,10200,10200,200,ABW
2024-06-21 10:33:00,4500,4500,4500,4500,100,PTV
2024-06-21 09:44:00,33500,33500,33500,33500,100,BDG
2024-06-21 10:08:00,31500,31500,31500,31500,400,HMS
2024-06-21 09:18:00,7400,7400,7400,7400,200,VIG
2024-06-21 09:43:00,31000,31000,31000,31000,2000,DTG
2024-06-21 09:19:00,41500,41500,41450,41450,20400,VIC
2024-06-21 09:04:00,27500,27500,27500,27500,3600,VCP
2024-06-21 09:24:00,5600,5600,5600,5600,800,BTS
2024-06-21 10:01:00,46900,46900,46900,46900,2000,VDP
2024-06-21 10:57:00,64500,64500,64500,64500,100,HEC
2024-06-21 09:17:00,74000,74000,73900,73900,200,IMP
2024-06-21 09:12:00,34500,34500,34500,34500,100,TCW
2024-06-21 09:34:00,63000,63000,63000,63000,200,DRL
2024-06-21 09:00:00,12600,12600,12600,12600,11900,VEC
2024-06-21 09:21:00,33800,33800,33800,33800,500,DRC
2024-06-21 09:18:00,11100,11100,11100,11100,11100,NVT
2024-06-21 09:00:00,7200,7200,7200,7200,100,SHN
2024-06-21 09:09:00,44500,44500,44500,44500,100,SZB
2024-06-21 09:22:00,7100,7100,7100,7100,20000,LTC
2024-06-21 09:16:00,31550,31600,31550,31600,5700,PVD
2024-06-21 09:48:00,11300,11300,11300,11300,100,EBS
2024-06-21 09:22:00,36000,36000,36000,36000,1000,HTG
2024-06-21 09:32:00,13200,13200,13200,13200,2000,PSL
2024-06-21 09:35:00,63000,63000,63000,63000,800,DRL
2024-06-21 09:04:00,13300,13300,13300,13300,500,DRI
2024-06-21 09:17:00,75700,75800,75600,75600,7300,MSN
2024-06-21 10:30:00,4400,4400,4400,4400,200,VC9
2024-06-21 09:04:00,29700,29700,29700,29700,600,PJC
2024-06-21 10:09:00,9300,9300,9300,9300,1000,CAG
2024-06-21 09:03:00,900,900,900,900,20000,MPT
2024-06-21 09:02:00,13200,13200,13200,13200,100,VBH
2024-06-21 09:10:00,1200,1200,1200,1200,100,VKC
2024-06-21 09:36:00,10300,10300,10300,10300,2000,BMS
2024-06-21 09:51:00,8000,8000,8000,8000,200,NWT
2024-06-21 09:24:00,17250,17250,17250,17250,1000,CTI
2024-06-21 09:05:00,39000,39000,39000,39000,4000,VLB
2024-06-21 09:03:00,43500,43600,43500,43500,21700,PVS
2024-06-21 09:20:00,2820,2820,2810,2810,22300,LDG
2024-06-21 10:53:00,31000,31000,31000,31000,500,PMS
2024-06-21 09:06:00,19600,19600,19600,19600,5000,DDV
2024-06-21 09:34:00,2300,2300,2300,2300,200,SDY
2024-06-21 09:17:00,42500,42500,42400,42400,8100,CTS
2024-06-21 09:21:00,9430,9430,9430,9430,300,APH
2024-06-21 10:03:00,18000,18000,18000,18000,800,BXH
2024-06-21 09:23:00,8900,8910,8900,8900,1300,DHM
2024-06-21 10:38:00,32600,32600,32600,32600,100,LKW
2024-06-21 09:24:00,8900,8900,8900,8900,600,DHM
2024-06-21 10:07:00,21600,21600,21600,21600,400,LDP
2024-06-21 09:08:00,5400,5400,5400,5400,3700,ATG
2024-06-21 09:28:00,12380,12380,12380,12380,100,FUEDCMID
2024-06-21 10:00:00,1100,1100,1100,1100,500,LUT
2024-06-21 09:03:00,30000,30000,30000,30000,1800,PHP
2024-06-21 10:54:00,16600,16600,16600,16600,3000,SAV
2024-06-21 09:00:00,2200,2200,2100,2100,20800,VHG
2024-06-21 09:36:00,62900,62900,62900,62900,1800,DRL
2024-06-21 09:12:00,1000,1000,1000,1000,300,PVR
2024-06-21 10:25:00,9670,9670,9670,9670,100,VPS
2024-06-21 09:14:00,8300,8300,8300,8300,700,TLP
2024-06-21 11:04:00,16600,16800,16600,16800,1800,SAV
2024-06-21 09:19:00,15700,15700,15700,15700,100,PDV
2024-06-21 09:17:00,56600,56600,56500,56600,7700,BSI
2024-06-21 09:22:00,18850,18850,18850,18850,2000,NAF
2024-06-21 09:15:00,10100,10100,10100,10100,1000,PSW
2024-06-21 09:05:00,14500,14500,14500,14500,1500,TIG
2024-06-21 09:25:00,34000,34000,34000,34000,4000,VSF
2024-06-21 09:32:00,20100,20100,20100,20100,300,GCF
2024-06-21 10:48:00,63700,63700,63700,63700,100,DP3
2024-06-21 09:16:00,5250,5250,5250,5250,400,ABS
2024-06-21 09:19:00,80400,80400,80400,80400,100,TMB
2024-06-21 09:18:00,10000,10000,10000,10000,3000,PSW
2024-06-21 09:26:00,47000,47000,47000,47000,300,CLC
2024-06-21 09:44:00,20000,20000,20000,20000,500,HD2
2024-06-21 09:15:00,15500,15600,15500,15600,39100,SGT
2024-06-21 09:07:00,19700,19800,19700,19700,400,DDV
2024-06-21 09:21:00,48750,48750,48750,48750,1300,D2D
2024-06-21 09:00:00,108400,108400,107000,107000,500,FOC
2024-06-21 09:00:00,11600,11600,11600,11600,300,PPT
2024-06-21 10:29:00,7200,7200,7200,7200,100,FCS
2024-06-21 09:33:00,8900,8900,8900,8900,1000,BIG
2024-06-21 09:19:00,46050,46050,46050,46050,500,DHA
2024-06-21 10:34:00,4400,4400,4400,4400,500,VC9
2024-06-21 09:19:00,13300,13300,13300,13300,100,TMT
2024-06-21 10:53:00,4200,4200,4200,4200,400,RIC
2024-06-21 09:33:00,19700,19700,19700,19700,1000,MCO
2024-06-21 09:44:00,5350,5350,5350,5350,300,RDP
2024-06-21 09:28:00,3400,3400,3400,3400,100,VE1
2024-06-21 09:15:00,26500,26550,26500,26550,26200,DIG
2024-06-21 10:59:00,6300,6300,6200,6200,400,SB1
2024-06-21 09:01:00,2100,2100,2100,2100,5000,VHG
2024-06-21 09:09:00,13900,14100,13900,14100,1300,VTC
2024-06-21 09:25:00,33800,33800,33800,33800,2100,DRC
2024-06-21 11:00:00,6200,6200,6200,6200,1400,SB1
2024-06-21 09:22:00,6300,6300,6300,6300,2000,NDT
2024-06-21 11:25:00,16900,16900,16900,16900,1100,NAV
2024-06-21 09:20:00,5000,5000,5000,5000,100,BLF
2024-06-21 09:12:00,9900,9900,9900,9900,1000,NVB
2024-06-21 09:07:00,12800,12800,12800,12800,400,VNP
2024-06-21 09:02:00,19600,19800,19600,19800,33300,ABC
2024-06-21 09:24:00,4500,4500,4500,4500,1000,CPI
2024-06-21 09:17:00,42200,42200,42200,42200,300,SKV
2024-06-21 09:03:00,1000,1000,1000,1000,20000,DCS
2024-06-21 09:11:00,13300,13300,13300,13300,2100,DRI
2024-06-21 09:26:00,11700,11700,11700,11700,300,LSG
2024-06-21 09:01:00,36400,36400,36400,36400,100,SCL
2024-06-21 09:20:00,17820,17820,17810,17810,400,FUEVN100
2024-06-21 10:12:00,7100,7100,7100,7100,200,PGN
2024-06-21 09:26:00,13200,13200,13200,13200,200,RCL
2024-06-21 09:49:00,1000,1000,1000,1000,1000,JOS
2024-06-21 09:16:00,26900,26900,26500,26500,600,PGV
2024-06-21 09:15:00,48750,48750,48750,48750,500,LBM
2024-06-21 09:16:00,32250,32299,32250,32250,8200,CTG
2024-06-21 09:11:00,17900,17900,17900,17900,300,CCR
2024-06-21 09:48:00,6020,6020,6020,6020,300,PIT
2024-06-21 09:14:00,900,900,900,900,100,HKB
2024-06-21 09:58:00,8000,8000,8000,8000,500,SD5
2024-06-21 09:04:00,16600,16600,16600,16600,200,VFS
2024-06-21 10:05:00,6500,6500,6500,6500,200,OCH
2024-06-21 09:16:00,23200,23300,23200,23250,32700,MBB
2024-06-21 09:20:00,28300,28350,28300,28300,6400,ELC
2024-06-21 09:02:00,13500,13500,13500,13500,1000,PSD
2024-06-21 09:19:00,11100,11100,11100,11100,600,NVT
2024-06-21 09:21:00,220000,220000,220000,220000,1200,MCH
2024-06-21 09:04:00,1000,1000,1000,1000,163000,DCS
2024-06-21 09:41:00,11600,11600,11600,11600,200,LSG
2024-06-21 09:22:00,28000,28100,28000,28100,1500,MCP
2024-06-21 09:15:00,13400,13400,13350,13350,3300,ADS
2024-06-21 09:35:00,24100,24100,24100,24100,500,CNT
2024-06-21 09:22:00,4500,4500,4500,4500,100,TNS
2024-06-21 09:24:00,55000,55000,55000,55000,200,CAP
2024-06-21 09:17:00,62500,62500,62300,62400,2500,SAB
2024-06-21 09:00:00,25900,25900,25900,25900,100,PAP
2024-06-21 09:07:00,27300,27300,27300,27300,100,VCP
2024-06-21 09:43:00,29500,29500,29500,29500,200,QPH
2024-06-21 09:41:00,31200,31200,31200,31200,300,CDN
2024-06-21 09:18:00,47200,47200,47200,47200,500,MSH
2024-06-21 10:20:00,4000,4000,4000,4000,1500,UDC
2024-06-21 11:08:00,30800,30800,30800,30800,100,PMS
2024-06-21 09:07:00,10000,10000,10000,10000,500,PTS
2024-06-21 09:19:00,5400,5400,5400,5400,1300,ATG
2024-06-21 10:00:00,5000,5000,5000,5000,5000,DTE
2024-06-21 09:47:00,700,700,700,700,300,V11
2024-06-21 09:16:00,36500,36500,36450,36450,29600,DBC
2024-06-21 09:01:00,12700,12700,12600,12700,24200,OIL
2024-06-21 09:02:00,3400,3400,3400,3400,20000,PVL
2024-06-21 09:22:00,1400,1400,1400,1400,38000,CDO
2024-06-21 09:19:00,29500,29500,29500,29500,2800,HDC
2024-06-21 09:08:00,12200,12200,12200,12200,500,IVS
2024-06-21 09:19:00,31500,31500,31450,31450,700,STK
2024-06-21 09:20:00,13150,13150,13150,13150,200,HTN
2024-06-21 09:15:00,3980,3980,3970,3970,2400,TTF
2024-06-21 09:28:00,5100,5100,5100,5100,300,TLI
2024-06-21 09:17:00,36450,36450,36400,36400,44700,DBC
2024-06-21 09:04:00,9500,9600,9500,9600,200,HBS
2024-06-21 09:17:00,32250,32350,32250,32299,8900,CTG
2024-06-21 09:29:00,39200,39200,39200,39200,600,L18
2024-06-21 09:24:00,5380,5380,5340,5340,3000,HSL
2024-06-21 09:26:00,35000,35000,35000,35000,2400,VSF
2024-06-21 09:05:00,28700,28700,28700,28700,400,TID
2024-06-21 09:15:00,11750,11800,11750,11800,12800,SBT
2024-06-21 09:14:00,5800,5800,5800,5800,1000,NSH
2024-06-21 09:16:00,71800,71900,71800,71900,1300,CSV
2024-06-21 09:16:00,13350,13350,13350,13350,1000,ADS
2024-06-21 09:13:00,18900,18900,18900,18900,400,CCR
2024-06-21 10:37:00,11400,11400,11400,11400,200,THB
2024-06-21 09:16:00,11800,11850,11800,11800,8200,HCD
2024-06-21 09:19:00,16250,16250,16250,16250,10000,SMC
2024-06-21 10:05:00,33850,33850,33850,33850,1700,SFI
2024-06-21 09:36:00,17250,17250,17250,17250,15000,CTI
2024-06-21 09:24:00,15400,15400,15400,15400,2500,VPG
2024-06-21 09:12:00,13300,13300,13300,13300,200,DRI
2024-06-21 11:01:00,6200,6200,6200,6200,200,SB1
2024-06-21 09:45:00,65500,65500,65500,65500,1000,LHC
2024-06-21 09:10:00,8300,8300,8300,8300,18000,SD3
2024-06-21 09:50:00,1000,1000,1000,1000,500,JOS
2024-06-21 09:20:00,23050,23100,23050,23100,2100,VDS
2024-06-21 09:02:00,108800,109000,108600,108800,3300,FOX
2024-06-21 09:54:00,78340,79900,78340,79900,1100,HVT
2024-06-21 09:02:00,27900,27900,27900,27900,800,PLC
2024-06-21 09:37:00,17250,17250,17250,17250,5200,CTI
2024-06-21 09:40:00,54900,54900,54900,54900,100,PAC
2024-06-21 09:58:00,3180,3180,3180,3180,300,LGL
2024-06-21 09:17:00,15550,15550,15550,15550,3700,HAX
2024-06-21 09:19:00,16100,16149,16100,16100,15600,DXG
2024-06-21 09:15:00,43000,43100,43000,43100,28100,DPR
2024-06-21 09:41:00,41800,41800,41800,41800,500,BAX
2024-06-21 09:20:00,7260,7260,7250,7260,3600,NO1
2024-06-21 09:30:00,11000,11000,11000,11000,500,VBB
2024-06-21 09:22:00,9490,9570,9490,9570,51800,TVB
2024-06-21 11:25:00,5300,5300,5300,5300,4500,PCF
2024-06-21 09:04:00,11400,11400,11400,11400,300,CIA
2024-06-21 09:15:00,20050,20050,19500,20000,42600,ICT
2024-06-21 10:58:00,19700,19700,19700,19700,200,DIH
2024-06-21 10:09:00,5900,5900,5900,5900,500,BCE
2024-06-21 09:15:00,24850,24850,24850,24850,3600,AGG
2024-06-21 09:01:00,4600,4600,4500,4500,1700,MBG
2024-06-21 10:09:00,5680,5680,5680,5680,100,C47
2024-06-21 09:00:00,13600,13600,13400,13500,31700,DVM
2024-06-21 09:10:00,11600,11600,11600,11600,5000,PCH
2024-06-21 09:35:00,34500,34500,34500,34500,300,SWC
2024-06-21 09:03:00,37000,37000,37000,37000,200,TDS
2024-06-21 09:14:00,9900,9900,9900,9900,1000,NVB
2024-06-21 11:13:00,30800,30800,30800,30800,500,PMS
2024-06-21 09:17:00,14750,14750,14700,14700,400,OCB
2024-06-21 10:39:00,6200,6200,6200,6200,500,NDX
2024-06-21 09:46:00,8800,8800,8800,8800,100,VC2
2024-06-21 09:15:00,45600,45600,45550,45600,5100,BID
2024-06-21 10:51:00,5400,5400,5400,5400,1400,MEC
2024-06-21 09:22:00,4400,4400,4400,4400,600,DID
2024-06-21 09:38:00,10850,10850,10850,10850,700,VTB
2024-06-21 09:17:00,34000,34000,34000,34000,4000,CHP
2024-06-21 09:01:00,7100,7100,7100,7100,800,QNC
2024-06-21 10:50:00,17100,17100,17100,17100,100,ADG
2024-06-21 10:53:00,3600,3600,3600,3600,3500,DST
2024-06-21 10:49:00,53000,53000,53000,53000,100,BLT
2024-06-21 09:48:00,95500,95500,95500,95500,200,PAT
2024-06-21 09:18:00,8990,9000,8990,9000,5300,BCG
2024-06-21 09:06:00,7100,7100,7100,7100,2000,QNC
2024-06-21 09:40:00,33400,33400,33400,33400,200,SEA
